Sum of label_val	Column Labels								
Row Labels	LOCATION1#general	LOCATION1#price	LOCATION1#safety	LOCATION1#transit	LOCATION2#general	LOCATION2#price	LOCATION2#safety	LOCATION2#transit	Grand Total
Then again your perception of how nice an area is depends on where you 're moving from I love  LOCATION1 general  and always feel safe there ; it 's one of my favourite areas	1								1
Then again your perception of how nice an area is depends on where you 're moving from I love  LOCATION1 price  and always feel safe there ; it 's one of my favourite areas		0							0
Then again your perception of how nice an area is depends on where you 're moving from I love  LOCATION1 safety  and always feel safe there ; it 's one of my favourite areas			1						1
Then again your perception of how nice an area is depends on where you 're moving from I love  LOCATION1 transit location  and always feel safe there ; it 's one of my favourite areas				0					0
66	0	0	0	0					0
 LOCATION1 general  Road is quite a long road	0								0
 LOCATION1 price  Road is quite a long road		0							0
 LOCATION1 safety  Road is quite a long road			0						0
 LOCATION1 transit location  Road is quite a long road				0					0
67	0	0	0	0					0
"Out in the counties for me  LOCATION1 general  itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their"	0								0
"Out in the counties for me  LOCATION1 price  itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their"		0							0
"Out in the counties for me  LOCATION1 safety  itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their"			0						0
"Out in the counties for me  LOCATION1 transit location  itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their"				0					0
68	0	-1	-1	0					-2
"One of the cheapest places in south east is  LOCATION1 general  , but it 's a bit rough round the edges"	0								0
"One of the cheapest places in south east is  LOCATION1 price  , but it 's a bit rough round the edges"		-1							-1
"One of the cheapest places in south east is  LOCATION1 safety  , but it 's a bit rough round the edges"			-1						-1
"One of the cheapest places in south east is  LOCATION1 transit location  , but it 's a bit rough round the edges"				0					0
69	0	0	0	0					0
Locator Map come on mate its  LOCATION1 general  its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive	0								0
Locator Map come on mate its  LOCATION1 price  its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive		0							0
Locator Map come on mate its  LOCATION1 safety  its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive			0						0
Locator Map come on mate its  LOCATION1 transit location  its well known for its punk rock image and ( drugs ) wicked nightclubs though and the punk scene is amazing so its not posh but can be quite expensive				0					0
70	0	0	0	0	0	0	0	0	0
You have been sadly misinformed about  LOCATION2 general  At the moment I live in LOCATION1					0				0
You have been sadly misinformed about  LOCATION2 price  At the moment I live in LOCATION1						0			0
You have been sadly misinformed about  LOCATION2 safety  At the moment I live in LOCATION1							0		0
You have been sadly misinformed about  LOCATION2 transit location  At the moment I live in LOCATION1								0	0
You have been sadly misinformed about LOCATION2 At the moment I live in  LOCATION1 general 	0								0
You have been sadly misinformed about LOCATION2 At the moment I live in  LOCATION1 price 		0							0
You have been sadly misinformed about LOCATION2 At the moment I live in  LOCATION1 safety 			0						0
You have been sadly misinformed about LOCATION2 At the moment I live in  LOCATION1 transit location 				0					0
71	0	0	0	0					0
Well  LOCATION1 general  is the home of the worlds longest street market	0								0
Well  LOCATION1 price  is the home of the worlds longest street market		0							0
Well  LOCATION1 safety  is the home of the worlds longest street market			0						0
Well  LOCATION1 transit location  is the home of the worlds longest street market				0					0
72	1	0	0	0					1
I lived in  LOCATION1 general  for 6 months and adored it	1								1
I lived in  LOCATION1 price  for 6 months and adored it		0							0
I lived in  LOCATION1 safety  for 6 months and adored it			0						0
I lived in  LOCATION1 transit location  for 6 months and adored it				0					0
73	0	0	1	0					1
I lived in  LOCATION1 general  all my life until a bit after my 22nd birthday with no incidents	0								0
I lived in  LOCATION1 price  all my life until a bit after my 22nd birthday with no incidents		0							0
I lived in  LOCATION1 safety  all my life until a bit after my 22nd birthday with no incidents			1						1
I lived in  LOCATION1 transit location  all my life until a bit after my 22nd birthday with no incidents				0					0
74	1	0	0	0					1
"The streets are brightly painted in impressive graffiti ,  LOCATION1 general  is a really interesting place and the clubs/bars are very cool"	1								1
"The streets are brightly painted in impressive graffiti ,  LOCATION1 price  is a really interesting place and the clubs/bars are very cool"		0							0
"The streets are brightly painted in impressive graffiti ,  LOCATION1 safety  is a really interesting place and the clubs/bars are very cool"			0						0
"The streets are brightly painted in impressive graffiti ,  LOCATION1 transit location  is a really interesting place and the clubs/bars are very cool"				0					0
75	1	0	0	0					1
 LOCATION1 general  London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init	1								1
 LOCATION1 price  London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init		0							0
 LOCATION1 safety  London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init			0						0
 LOCATION1 transit location  London aint exactly a dump just cause them germanz bombed here dey had 2 build alot of estates init				0					0
76	0	0	0	0					0
You might find a cupboard in  LOCATION1 general 	0								0
You might find a cupboard in  LOCATION1 price 		0							0
You might find a cupboard in  LOCATION1 safety 			0						0
You might find a cupboard in  LOCATION1 transit location 				0					0
77	0	0	0	1					1
" LOCATION1 general  is a great place to live vibrant , lots of shops and cafes etc , very multicultural what is best depends on what you want do you want cheap , do you want nightlife , do you want cafes there are many places within 30 mins travel to Bank I would suggest you look at easy transport links to Bank and work outwards from there"	0								0
" LOCATION1 price  is a great place to live vibrant , lots of shops and cafes etc , very multicultural what is best depends on what you want do you want cheap , do you want nightlife , do you want cafes there are many places within 30 mins travel to Bank I would suggest you look at easy transport links to Bank and work outwards from there"		0							0
" LOCATION1 safety  is a great place to live vibrant , lots of shops and cafes etc , very multicultural what is best depends on what you want do you want cheap , do you want nightlife , do you want cafes there are many places within 30 mins travel to Bank I would suggest you look at easy transport links to Bank and work outwards from there"			0						0
" LOCATION1 transit location  is a great place to live vibrant , lots of shops and cafes etc , very multicultural what is best depends on what you want do you want cheap , do you want nightlife , do you want cafes there are many places within 30 mins travel to Bank I would suggest you look at easy transport links to Bank and work outwards from there"				1					1
78	0	0	-1	0					-1
Last year the person in the flat below mine was stabbed by a stranger in the street in  LOCATION1 general  and died	0								0
Last year the person in the flat below mine was stabbed by a stranger in the street in  LOCATION1 price  and died		0							0
Last year the person in the flat below mine was stabbed by a stranger in the street in  LOCATION1 safety  and died			-1						-1
Last year the person in the flat below mine was stabbed by a stranger in the street in  LOCATION1 transit location  and died				0					0
79	0	0	0	0					0
"North , with one or two exceptions my family has always settled in  LOCATION1 general "	0								0
"North , with one or two exceptions my family has always settled in  LOCATION1 price "		0							0
"North , with one or two exceptions my family has always settled in  LOCATION1 safety "			0						0
