Row Labels,LOCATION1#general,LOCATION1#price,LOCATION1#safety,LOCATION1#transit,LOCATION2#general,LOCATION2#price,LOCATION2#safety,LOCATION2#transit
"The further you go in , the higher the figures rise ; with  LOCATION2   and LOCATION1 having the highest figures across all crime categories",,,,,0,0,-1,0
The first thing you must do when you arrive at  LOCATION1   is go to the bookshop and buy a London A to Z,0,0,0,0,,,,
The dodgier part of  LOCATION1   should be avoided,0,0,-1,0,,,,
"The dockland areas , like  LOCATION1   , were colourful places where you could meet people of all nationalities",0,0,0,0,,,,
The distance to the locations you have given are under 10 miles and the journeys times would be as follows : Liverpool Street - 1 hour by train or bus  LOCATION1   Market - 1 hour 30 mins by public transport Buckingham Palace - 45 minutes,0,0,0,0,,,,
"The counties that places were in prior to this change are still used today in postal addresses , for example LOCATION2 Essex ,  LOCATION1   Middx",0,0,0,0,,,,
"The counties that places were in prior to this change are still used today in postal addresses , for example  LOCATION2   Essex , LOCATION1 Middx",,,,,0,0,0,0
"The Chimes in  LOCATION1   , North- West London , is another shopping centre which is busy , so can meet new people",0,0,0,0,,,,
The cheapest place I know of is  LOCATION1   ( a bit too far,0,0,1,-1,,,,
"The cheap parts of London are LOCATION2 and  LOCATION1   and they are all poor , crime ridden and crowded with immigrants",-1,1,-1,0,,,,
"The cheap parts of London are  LOCATION2   and LOCATION1 and they are all poor , crime ridden and crowded with immigrants",,,,,-1,1,-1,0
"The Bridlepath , Lawrence Park ( south of Lawrence , not North of Lawrence ) , Leaside ( East York ) , The Kingsway , Rosedale , Toronto West Village ( south of Bloor not North of Bloor ) ,  LOCATION1   , Upper LOCATION1 , Armour Heights , Just on or off Riverside Drive in what used to be called `` Swansea '' , or on or off Baby Point Road",0,0,0,0,,,,
"The boroughs with the lowest crime statistics are outer southwest - LOCATION1 ,  LOCATION2  ",,,,,0,0,1,0
"The boroughs with the lowest crime statistics are outer southwest -  LOCATION1   , LOCATION2",0,0,1,0,,,,
The best site to try is they have most properties for rent in the UK you can input  LOCATION1   and it will show every property for rent,0,0,0,0,,,,
The best half of  LOCATION1   is the side to the east and south of the town centre,0,0,0,0,,,,
The best club in London is Fabric in upper  LOCATION1   if you like proper dance music,0,0,0,0,,,,
the best are of London is south west u hav places like  LOCATION1   which is relly nice,1,0,0,0,,,,
"The areas you describe are good , but I think  LOCATION1   is a gem too",1,0,0,0,,,,
The area round  LOCATION1   Station is quite safe as long as you 're sensible,0,0,1,0,,,,
"The area of London where  LOCATION1   is heavily populated by ethnic minority groups , particularly Bangladeshi muslims",0,0,0,0,,,,
"The area around the  LOCATION1   is relatively cheap and has good access to the motorways , not much night-life though",0,1,0,1,,,,
"The area around LOCATION1 or  LOCATION2   is really , really nice",,,,,1,0,0,0
The area around LOCATION1 and  LOCATION2   is a safe touristy area,,,,,0,0,1,0
The area around  LOCATION1   tube station is also Kenngton - this is a bit more mixed but lots of flats,0,0,0,0,,,,
"The area around  LOCATION1   or LOCATION2 is really , really nice",1,0,0,0,,,,
The area around  LOCATION1   has a strong Jewish community,0,0,0,0,,,,
The area around  LOCATION1   and LOCATION2 is a safe touristy area,0,0,1,0,,,,
"The absolute cheapest part of London to live would be  LOCATION1   , where the buying and rental s are bang on the UK average",0,1,0,0,,,,
the absolute cheapest area is  LOCATION1   ( DA18 ),0,1,0,0,,,,
The `` E '' means `` East '' as in  LOCATION1  ,0,0,0,0,,,,
The  LOCATION2   dist of LOCATION1 is mainly residential,,,,,0,0,0,0
The  LOCATION1   have been gradually tarted up over the years and there 's lots of expensive new apartments and all that,1,-1,0,0,,,,
"The  LOCATION1   has marketing agencies all over , but particularly in the LOCATION2 area which is the original home of ad agencies and the like",0,0,0,0,,,,
The  LOCATION1   Development Corporation was created to lead that controversial change in a way that elected bodies could not,0,0,0,0,,,,
"The  LOCATION1   area itself is nice as well , with a big grocery store within a few minutes walk and lots of little cafes ; there 's a fantastic cheese shop right around the corner from you too",1,0,0,0,,,,
The  LOCATION1   area has excellent local shops and may be one to consider,0,0,0,0,,,,
The  LOCATION1   and LOCATION2 area is quite good too,1,0,0,0,,,,
that looks like  LOCATION1  ,0,0,0,0,,,,
That is a very rough area of  LOCATION1  ,0,0,-1,0,,,,
"That 's really tricky , because the  LOCATION1   area is gorgeous , but so expensive to live in - most of us 'ordinary ' Londoners could n't even consider it",1,-1,0,0,,,,
"That 's about five miles north of central London , on the same tube line as St Pancras/ a bit further north than  LOCATION1   Lock",0,0,0,0,,,,
Thanks I live in  LOCATION1   and enjoy the area a lot,1,0,0,0,,,,
"Thanks Hi mate , Sorry but  LOCATION1   is well out of your  range",0,-1,0,0,,,,
Thanks for the help That 's a good three for a start - certainly the architecture at  LOCATION1   has to be seen to be believed,0,0,0,0,,,,
"Thanks a lot  LOCATION1   is very good , quite arty and a lot of actors/musicians live there but stay away from the Newington Green area if you can help it and watch out for the Maybury and other estates after dark I should think you 'll get somewhere to rent on that sort of income as you have a good job",1,0,0,0,,,,
Tel : 020 7262 7262 Email : Nearest Tube Station is  LOCATION1  ,0,0,0,0,,,,
Take a walk round  LOCATION1   market one morning and buy the ingredients to make an authentic jerk chicken,0,0,0,0,,,,
"Take a walk North to  LOCATION1   , people live there",0,0,0,0,,,,
Take a visit to the areas if you can so you can get an idea of what it is like and how good the transport links are What is the matter with  LOCATION1  ,0,0,0,0,,,,
"Take a look at LOCATION1 and  LOCATION2   , both of which are covered by the postcode SE18",,,,,1,0,0,0
"Take a look at LOCATION1 , or  LOCATION2  ",,,,,1,0,0,0
"Take a look at  LOCATION1   and LOCATION2 , both of which are covered by the postcode SE18",1,0,0,0,,,,
"Take a look at  LOCATION1   , or LOCATION2",1,0,0,0,,,,
"T  LOCATION1   is not regarded as a very fashionable area , which keeps the property affordable",-1,1,0,0,,,,
SW4  LOCATION1  ,0,0,0,0,,,,
"Surrey 's home ground is the LOCATION1 ,  LOCATION2   has Lords , Kent has Canterbury and Essex has Cheltenhaml",,,,,0,0,0,0
"Surrey 's home ground is the  LOCATION1   , LOCATION2 has Lords , Kent has Canterbury and Essex has Cheltenhaml",0,0,0,0,,,,
"streets around  LOCATION1   ) are OK , too",1,0,0,0,,,,
Stop kidding yourself  LOCATION1   is where I live,0,0,0,0,,,,
Still I 'd go with  LOCATION1  ,1,0,0,0,,,,
"Still , if you 're working on a budget then I still think that the LOCATION2 /  LOCATION1   area is your best bet",1,1,0,0,,,,
"Still , if you 're working on a budget then I still think that the  LOCATION2   / LOCATION1 area is your best bet",,,,,1,1,0,0
"Stay in LOCATION1 , that way when you are going to and from  LOCATION2   all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on",,,,,0,0,0,0
"Stay in  LOCATION1   , that way when you are going to and from LOCATION2 all you have to do is get on the train and not have to worry about getting across London on the Tube with your suitcases and risk delays and so on",0,0,0,1,,,,
Stay away from  LOCATION1   though Hmm this could be tricky,-1,0,0,0,,,,
"Stay away from  LOCATION1   , I have worked there and it 's fine during the week but at weekends it 's a ghost town",-1,0,0,0,,,,
Stay away from  LOCATION1  ,-1,0,0,0,,,,
Stay away from  LOCATION1  ,-1,0,0,0,,,,
"Statistically , the  LOCATION1   area is one of the safest areas in London",0,0,1,0,,,,
"Srsly London is so expensive Depending on your budget , stay in any hotel around the  LOCATION1   area",0,0,0,0,,,,
"South of the river , look at  LOCATION1  ",1,0,0,0,,,,
South London wise : I would recommend somewhere like  LOCATION1  ,1,0,0,0,,,,
South LOCATION2 is a bit like South  LOCATION1  ,0,0,0,0,,,,
South  LOCATION2   is a bit like South LOCATION1,,,,,0,0,0,0
South  LOCATION1   is the same,0,0,0,0,,,,
"Sorry , I do n't have an answer as I live in  LOCATION1   and do n't really know your area",0,0,0,0,,,,
Somewhere like  LOCATION1   has a very nice atmosphere,1,0,0,0,,,,
Somewhere like  LOCATION1   ( particularly south ) is very good value for money in central London,0,1,0,1,,,,
someone living in  LOCATION1   might say they 're from Kent not SE London This Site Might Help You,0,0,0,0,,,,
Some parts of LOCATION1 and  LOCATION2   are very nice indeed,,,,,1,0,0,0
Some parts of  LOCATION1   can be a little rough,0,0,-1,0,,,,
Some parts of  LOCATION1   and LOCATION2 are very nice indeed,1,0,0,0,,,,
Some of the areas the other poster has mentioned -  LOCATION1   etc are astronomincally expensive,0,-1,0,0,,,,
Some in  LOCATION1  ,0,0,0,0,,,,
"Some Boroughs are a lot more white British than that , like LOCATION1 or  LOCATION2  ",,,,,0,0,0,0
"Some Boroughs are a lot more white British than that , like  LOCATION1   or LOCATION2",0,0,0,0,,,,
some areas of  LOCATION1   can be a bit rough,0,0,-1,0,,,,
some areas like  LOCATION1   have a majority of black community,0,0,0,0,,,,
"So there is nothing between London and Kent , and  LOCATION1   is on the London side of the consequential boundary",0,0,0,0,,,,
So the London borough of Newham was created by the merger of the former Boroughs of LOCATION1 and  LOCATION2  ,,,,,0,0,0,0
So the London borough of Newham was created by the merger of the former Boroughs of  LOCATION1   and LOCATION2,0,0,0,0,,,,
So remember to get off on  LOCATION1   when you 're on the tube,0,0,0,0,,,,
so living near to  LOCATION1   would be very cool,1,0,0,0,,,,
So it depends on where your job is and how much time you want to spend travelling  LOCATION1  ,0,0,0,0,,,,
So here is more information about  LOCATION1   that may be of use to you,0,0,0,0,,,,
"So far we 've been living in LOCATION2 and  LOCATION1   , ideally we 'd like to move somewhere in West London",0,0,0,0,,,,
"So far we 've been living in  LOCATION2   and LOCATION1 , ideally we 'd like to move somewhere in West London",,,,,0,0,0,0
"So  LOCATION1   is cool , that 's where I 'm at",1,0,0,0,,,,
Smells a bit because of the old glue factory at  LOCATION1  ,0,0,0,0,,,,
Skip anything East of  LOCATION1   Broadway,0,0,0,0,,,,
Single female I 've lived in the  LOCATION1   for years and I love it - I would n't want to live anywhere else,1,0,0,0,,,,
"Seven Dials ,  LOCATION1   or Hither Green",0,0,0,0,,,,
Same goes for say  LOCATION1  ,0,0,0,0,,,,
"Same for  LOCATION1   , and here you also get fabulous London views and wonderful parks",0,0,0,0,,,,
Saint Anselm gave his name to the modern Roman Catholic church which sits on the corner of LOCATION1 High Road and  LOCATION2   Bec Road,,,,,0,0,0,0
Saint Anselm gave his name to the modern Roman Catholic church which sits on the corner of  LOCATION1   High Road and LOCATION2 Bec Road,0,0,0,0,,,,
Ryanair fly from  LOCATION1  ,0,0,0,0,,,,
"rush hour traffic in  LOCATION1   is AWFUL , id recommend leaving ur house to go to work BEFORE 7am",0,0,0,-1,,,,
"Rents in LOCATION1 are still relatively cheap , and you can easily commute to  LOCATION2  ",,,,,0,0,0,0
"Rents in  LOCATION1   are still relatively cheap , and you can easily commute to LOCATION2",0,1,0,1,,,,
"Renting is a sensible option , especially if your time horizon is only five years  LOCATION1   is a horrible area",-1,0,0,0,,,,
"Redevelopment of LOCATION1 Basin and Wood Wharf , east of  LOCATION2  ",,,,,0,0,0,0
"Redevelopment of  LOCATION1   Basin and Wood Wharf , east of LOCATION2",0,0,0,0,,,,
Reasonably d and fairly decent tea is served at the Orangery at  LOCATION1  ,0,0,0,0,,,,
"Reading , Goring , Pangbourne , Caversham ,  LOCATION1   and Windsor are most under threat at the moment",0,0,0,0,,,,
RE : Any good cycling clubs in  LOCATION1  ,0,0,0,0,,,,
"Rare Lane , Inchicore Dublin , Ireland 085.760.5190 Email : FWA TRAINING is in the UK  LOCATION1   has the high-speed link to London and to the Kent coast and France ( via Chunnel ) , it has some beautiful villages around",1,0,0,1,,,,
Public transport connections are good to  LOCATION1  ,0,0,0,1,,,,
"Prominent Jewish communities are LOCATION1 ,  LOCATION2  ",,,,,0,0,0,0
"Prominent Jewish communities are  LOCATION1   , LOCATION2",0,0,0,0,,,,
"Pretty safe area too Parts of LOCATION1 are less than lovely , especially around the Shopping London , however as you move backwards down Station Road towards the  LOCATION2   some of it is quite nice , especially around the train station",,,,,1,0,0,0
